High School Name, Code, State ,
POPE JOHN PAUL II CATHOLIC HIGH SCHOOL,11483,AL,
PRATTVILLE CHRISTIAN ACADEMY,12219,AL,
PRATTVILLE HIGH SCHOOL,12220,AL,
PRECEPT CHRISTIAN SCHOOL,10202,AL,
PRICEVILLE HIGH SCHOOL,10862,AL,
PROVIDENCE CHRISTIAN SCHOOL,10918,AL,
PROVIDENCE CLASSICAL SCHOOL,11499,AL,
R A HUBBARD HIGH SCHOOL,10775,AL,
RAGLAND HIGH SCHOOL,12250,AL,
RAMSAY HIGH SCHOOL,10355,AL,
RANBURNE HIGH SCHOOL,12265,AL,
RANDOLPH COUNTY HIGH SCHOOL,12810,AL,
RANDOLPH SCHOOL,11475,AL,
RED BAY HIGH SCHOOL,12270,AL,
RED LEVEL HIGH SCHOOL,12275,AL,
REED STATE WORKFORCE DEVELOPMENT CENTER,11031,AL,
REELTOWN HIGH SCHOOL,12020,AL,
REHOBETH HIGH SCHOOL,10915,AL,
RESTORATION ACADEMY,10357,AL,
RIDGECREST CHRISTIAN SCHOOL,10921,AL,
ROBERT C HATCH HIGH SCHOOL,12740,AL,
ROBERTSDALE HIGH SCHOOL,12325,AL,
ROCK CREEK ACADEMY,10321,AL,
ROCK SCHOOL,11844,AL,
ROCK SCHOOL,11901,AL,
ROGERS HIGH SCHOOL,11135,AL,
RUSSELL COUNTY HIGH SCHOOL,12400,AL,
RUSSELLVILLE HIGH SCHOOL,12352,AL,
S R BUTLER HIGH SCHOOL,11465,AL,
S.T.A.R.T. SCHOOL,10601,AL,
SACRED HEART CATHOLIC SCHOOL,11149,AL,
SAINT BERNARD PREPARATORY SCHOOL,10806,AL,
SAINT CLAIR COUNTY HIGH SCHOOL,12030,AL,
SAINT JAMES SCHOOL,11904,AL,
SAINT JOHNS SCHOOL OF TOMORROW,11841,AL,
SAINT JUDE HIGH SCHOOL,11905,AL,
SAINT PAULS EPISCOPAL SCHOOL,11833,AL,
SAINT PETERS ACADEMY,11696,AL,
SAKS HIGH SCHOOL,10123,AL,
SAMSON HIGH SCHOOL,12375,AL,
SAND ROCK HIGH SCHOOL,11610,AL,
SARALAND HIGH SCHOOL,12379,AL,
SARDIS HIGH SCHOOL,10470,AL,
SATSUMA HIGH SCHOOL,12383,AL,
SCOTTSBORO CHRISTIAN ACADEMY,12397,AL,
SCOTTSBORO HIGH SCHOOL,12395,AL,
SECTION HIGH SCHOOL,12420,AL,
SELMA HIGH SCHOOL,12430,AL,
SHADES MOUNTAIN CHRISTIAN SCHOOL,10414,AL,
SHADES MOUNTAIN INDEPENDENT CHURCH ACADEMY,10439,AL,
SHADES VALLEY HIGH SCHOOL,10415,AL,
SHEFFIELD HIGH SCHOOL,12455,AL,
SHELBY COUNTY HIGH SCHOOL,10750,AL,
SHELBY COUNTY SCHOOL OF TECHNOLOGY,10755,AL,
SHELTON STATE COMMUNITY COLLEGE,3338,AL,
SHOALS CHRISTIAN SCHOOL,11136,AL,
SIPSEY VALLEY HIGH SCHOOL,10549,AL,
SKYLINE HIGH SCHOOL,12396,AL,
SLOCOMB HIGH SCHOOL,12495,AL,
SMITHS STATION HIGH SCHOOL,12500,AL,
SNEAD STATE COMMUNITY COLLEGE,1721,AL,
SOLID ROCK CHRISTIAN SCHOOL,11526,AL,
SOUTH CHOCTAW ACADEMY,12658,AL,
SOUTH LAMAR SCHOOL,11770,AL,
SOUTH MONTGOMERY COUNTY ACADEMY,11276,AL,
SOUTHCREST CHRISTIAN SCHOOL,10324,AL,
SOUTHEASTERN SCHOOL,12300,AL,
SOUTHERN ACADEMY,11297,AL,
SOUTHERN CHOCKAW HIGH SCHOOL,12480,AL,
SOUTHERN UNION CMTY COLLEGE,1728,AL,
SOUTHSIDE HIGH SCHOOL,12438,AL,
SOUTHSIDE HIGH SCHOOL,11205,AL,
SPAIN PARK HIGH SCHOOL,10381,AL,
SPANISH FORT HIGH SCHOOL,12518,AL,
SPARKMAN HIGH SCHOOL,12648,AL,
SPARTA ACADEMY,11038,AL,
SPECIAL PROGRAMMING FOR ACHIEVEMENT NETWORK,11863,AL,
SPIRITLIFE CHRISTIAN ACADEMY,11698,AL,
SPRING GARDEN HIGH SCHOOL,12520,AL,
SPRING VALLEY SCHOOL,10421,AL,
SPRINGVILLE HIGH SCHOOL,12530,AL,
SPRINGVILLE ROAD COMMUNITY CHURCH SCHOOL,10416,AL,
SPRINGWOOD SCHOOL,11597,AL,
ST LUKES EPISCOPAL SCHOOL-UPPER SCHOOL,11791,AL,
STANHOPE ELMORE HIGH SCHOOL,11758,AL,
STONEY POINT CHRISTIAN ACADEMY,12228,AL,
STRAUGHN HIGH SCHOOL,10100,AL,
SUCCESS UNLIMITED ACADEMY,11916,AL,
SULLIGENT HIGH SCHOOL,12540,AL,
SUMITON CHRISTIAN SCHOOL,12547,AL,
SUMMIT CHRISTIAN ACADEMY,11754,AL,
SUMTER ACADEMY,12853,AL,
SUMTER CENTRAL HIGH SCHOOL,12855,AL,
SUNSHINE HIGH SCHOOL,11970,AL,
SUSAN MOORE HIGH SCHOOL,10455,AL,
SWEET WATER HIGH SCHOOL,12550,AL,
SYLACAUGA HIGH SCHOOL,12570,AL,
SYLVANIA SCHOOL,12575,AL,
T R MILLER HIGH SCHOOL,10505,AL,
TABERNACLE CHRISTIAN SCHOOL,11207,AL,
TALLADEGA COUNTY CENTRAL HIGH SCHOOL,12583,AL,
TALLADEGA HIGH SCHOOL,12585,AL,
TALLASSEE CHRISTIAN ACADEMY,12601,AL,
TALLASSEE HIGH SCHOOL,12600,AL,
TANNER HIGH SCHOOL,12605,AL,
TARRANT HIGH SCHOOL,12610,AL,
TEMPLE CHRISTIAN ACADEMY,10181,AL,
TEMPLE CHRISTIAN SCHOOL,11598,AL,
TENNESSE VALLEY CHRISTIAN SCHOOL,10866,AL,
THARPTOWN HIGH SCHOOL,12359,AL,
THE ARLINGTON SCHOOL,10402,AL,
THEODORE HIGH SCHOOL,12615,AL,
THOMAS W MARTIN HIGH SCHOOL,11260,AL,
THOMASVILLE HIGH SCHOOL,12635,AL,
THOMPSON HIGH SCHOOL,12485,AL,
THORSBY HIGH SCHOOL,12643,AL,
THREE RIVERS ACADEMY,11862,AL,
THREE SPRINGS NEW BEGINNINGS,12081,AL,
THREE SPRINGS OF COURTLAND,10777,AL,
TOM ORR CAREER TECHNICAL CENTER,10554,AL,
TRIANA VILLAGE BAPTIST SCHOOL,11489,AL,
TRINITY CHRISTIAN ACADEMY,11538,AL,
TRINITY CHRISTIAN ACADEMY,12087,AL,
TRINITY CHRISTIAN SCHOOL,12069,AL,
TRINITY PRESBYTERIAN SCHOOL,11914,AL,
TUSCALOOSA ACADEMY,12688,AL,
TUSCALOOSA CENTER FOR TECHNOLOGY,12689,AL,
TUSCALOOSA CHRISTIAN SCHOOL,10768,AL,
TUSCALOOSA COUNTY HIGH SCHOOL,12005,AL,
UMS WRIGHT PREPARATORY SCHOOL,11835,AL,
UNION CHAPEL CHRISTIAN ACADEMY,11496,AL,
VALLEY FELLOWSHIP CHRISTIAN ACADEMY,11491,AL,
VALLEY HEAD SCHOOL,12752,AL,
VALLEY HIGH SCHOOL,11045,AL,
VALLEYDALE CHRISTIAN ACADEMY,10422,AL,
VARIED ABILITIES SCHOOL & TRAINING NETWORK INC,11502,AL,
VERBENA HIGH SCHOOL,12754,AL,
VESTAVIA HILLS HIGH SCHOOL,12768,AL,
VICTORY BAPTIST ACADEMY,10051,AL,
VICTORY BAPTIST SCHOOL,11759,AL,
VICTORY CHRISTIAN ACADEMY,11488,AL,
VICTORY CHRISTIAN SCHOOL,12113,AL,
VICTORY CHRISTIAN SCHOOL,11143,AL,
VINA HIGH SCHOOL,12770,AL,
VINCENT MIDDLE HIGH SCHOOL,12775,AL,
VINEMONT CHRISTIAN ACADEMY,12781,AL,
VINEMONT HIGH SCHOOL,12782,AL,
VIRGIL I GRISSOM HIGH SCHOOL,11466,AL,
W S NEAL HIGH SCHOOL,10510,AL,
WADLEY HIGH SCHOOL,12785,AL,
WALKER HIGH SCHOOL,11540,AL,
WALLACE COMMUNITY COLLEGE DOTHAN,1264,AL,
WALLACE STATE COMMUNITY COLLEGE SELMA,3146,AL,
WARRIOR ACADEMY,11017,AL,
WASHINGTON COUNTY HIGH SCHOOL,10645,AL,
WATERLOO HIGH SCHOOL,12805,AL,
WAY HOME CHRISTIAN SCHOOL,11021,AL,
WEAVER HIGH SCHOOL,12807,AL,
WELLBORN HIGH SCHOOL,10125,AL,
WENONAH HIGH SCHOOL,10425,AL,
WESLEYAN CHRISTIAN ACADEMY,10674,AL,
WEST BLOCTON HIGH SCHOOL,12820,AL,
WEST END CHRISTIAN ACADEMY,10052,AL,
WEST END HIGH SCHOOL,12790,AL,
WEST LIMESTONE HIGH SCHOOL,10960,AL,
WEST MORGAN HIGH SCHOOL,12660,AL,
WEST POINT HIGH SCHOOL,10810,AL,
WESTBROOK CHRISTIAN SCHOOL,11206,AL,
WESTMINSTER CHRISTIAN ACADEMY,11492,AL,
WESTMINSTER SCHOOL AT OAK MOUNTAIN,10382,AL,
WETUMPKA HIGH SCHOOL,12835,AL,
WHITE PLAINS HIGH SCHOOL,12090,AL,
WHITESBURG BAPTIST CHRISTIAN SCHOOL,11493,AL,
WHITESBURG CHRISTIAN ACADEMY,11509,AL,
WICKSBURG HIGH SCHOOL,11990,AL,
WILCOX ACADEMY,10572,AL,
WILCOX CENTRAL HIGH SCHOOL,10570,AL,
WILSON HIGH SCHOOL,11138,AL,
WINEWOOD CHRISTIAN SCHOOL,10409,AL,
WINFIELD CITY HIGH SCHOOL,12840,AL,
WINSTON COUNTY HIGH SCHOOL,10920,AL,
WINTERBORO HIGH SCHOOL,10070,AL,
WOODLAND HIGH SCHOOL,12845,AL,
WOODLAND WEST CHRISTIAN SCHOOL,10040,AL,
WOODLAWN HIGH SCHOOL - MAGNET,10440,AL,
WOODVILLE HIGH SCHOOL,12850,AL,
WORD OF TRUTH ACADEMY,11498,AL,
WP DAVIDSON HIGH SCHOOL,11839,AL,
ZION CHAPEL HIGH SCHOOL,11512,AL,
A J DIMOND HIGH SCHOOL,20003,AK,
ABBOTT LOOP CHRISTIAN SCHOOL,20018,AK,
ACADEMY OF HIGHER LEARNING MLS INCORPORATED,20345,AK,
ADULT LEARNING CENTER ACADEMY,20373,AK,
AKHIOK SCHOOL,20024,AK,
AKIACHAK K-12 SCHOOL,20203,AK,
AKULA ELITNAURVIK,20209,AK,
AKUTAN SCHOOL,20073,AK,
ALAK HIGH SCHOOL,20152,AK,
ALAKANUK HIGH SCHOOL,20026,AK,
ALASKA MIDDLE COLLEGE SCHOOL,20840,AK,
ALASKA MILITARY YOUTH ACADEMY,20320,AK,
ALLAKAKET SCHOOL,20328,AK,
AMBLER SCHOOL,20017,AK,
AMERICAN CHARTER ACADEMY,20381,AK,
ANCHORAGE CHRISTIAN SCHOOLS,20012,AK,
ANCHORAGE SEVENTH DAY ADVENTIST JUNIOR ACADEMY,20198,AK,
ANDERSON VILLAGE SCHOOL,20009,AK,
ANDREAFSKI HIGH SCHOOL,20275,AK,
ANDREW K DEMOSKI SCHOOL,20104,AK,
ANIAK HIGH SCHOOL,20094,AK,
ANIGUIIN HIGH SCHOOL,20148,AK,
ANNA TOBELUK MEMORIAL HIGH SCHOOL,20220,AK,
ANTHONY A ANDREWS SCHOOL,20247,AK,
ARCTIC VILLAGE SCHOOL,20226,AK,
ARLICAQ SCHOOL,20204,AK,
ARMY EDUCATION CENTER,20032,AK,
ARVIQ HIGH SCHOOL,20221,AK,
ATHENEUM SCHOOL,20342,AK,
AUSTIN E LATHROP HIGH SCHOOL,20035,AK,
AVAIL ALTERNATIVE HIGH SCHOOL,20374,AK,
BARROW HIGH SCHOOL,20011,AK,
BARTLETT HIGH SCHOOL,20001,AK,
BEN EIELSON HIGH SCHOOL,20033,AK,
BENNY BENSON SECONDARY SCHOOL,20091,AK,
BERING STRAIT SCHOOL DISTRICT,20999,AK,
BETHEL ALTERNATIVE BOARDING SCHOOL,20355,AK,
BETHEL REGIONAL HIGH SCHOOL,20005,AK,
BETHEL YOUTH FACILITY,20319,AK,
BETTLES SCHOOL,20092,AK,
BIBLE BAPTIST CHURCH CHRISTIAN SCHOOL,20175,AK,
BIBLE BAPTIST CHURCH SCHOOL,20327,AK,
BIRCHWOOD CHRISTIAN SCHOOL,20393,AK,
BLACKWELL SCHOOL,20237,AK,
BREVIG MISSION HIGH SCHOOL,20252,AK,
BRISTOL BAY BOROUGH HIGH SCHOOL,20088,AK,
BUCKLAND SCHOOL,20019,AK,
BURCHELL HIGH SCHOOL,20283,AK,
CANTWELL SCHOOL,20093,AK,
CHAPUTNGUAK HIGH SCHOOL,20206,AK,
CHEVAK SCHOOL,20229,AK,
CHIEF IVAN BLUNKA SCHOOL,20089,AK,
CHIEF PAUL MEMORIAL SCHOOL,20210,AK,
CHIGNIK BAY SCHOOL,20054,AK,
CHIGNIK LAGOON SCHOOL,20059,AK,
CHIGNIK LAKE SCHOOL,20062,AK,
CHUGACH EXTENSION SCHOOL,20346,AK,
CHUGIAK HIGH SCHOOL,20031,AK,
CIRCLE SCHOOL,20276,AK,
COLD BAY SCHOOL,20076,AK,
COLONY HIGH SCHOOL,20286,AK,
CONNECTIONS PROGRAM,20360,AK,
COOK INLET ACADEMY,20132,AK,
COPPER RIVER CORRESPONDENCE PROGRAM,20400,AK,
CORDOVA JUNIOR SENIOR HIGH SCHOOL,20015,AK,
CORNERSTONE CHRISTIAN SCHOOL,20382,AK,
CRAIG HIGH SCHOOL,20020,AK,
CROSSROADS HIGH SCHOOL,20385,AK,
CROW VILLAGE SAM SCHOOL,20301,AK,
CYBERLYNX CORRESPONDENCE PROGRAM,20392,AK,
DANGER BAY SCHOOL,20304,AK,
DAVID-LOUIS MEMORIAL SCHOOL,20163,AK,
DEERING SCHOOL,20022,AK,
DELTA CORRESPONDENCE SCHOOL,20362,AK,
DELTA CYBER SCHOOL,20343,AK,
DELTA HIGH SCHOOL,20023,AK,
DENA'INA SCHOOL,20109,AK,
DENALI PARK,20361,AK,
DILLINGHAM HIGH SCHOOL,20025,AK,
DIOMEDE HIGH SCHOOL,20168,AK,
DOT LAKE SCHOOL,20230,AK,
EAGLE COMMUNITY SCHOOL,20243,AK,
EAGLE RIVER CHRISTIAN SCHOOL,20384,AK,
EAGLE RIVER HIGH SCHOOL,20368,AK,
EAST ANCHORAGE HIGH SCHOOL,20002,AK,
EAST PARK CHRISTIAN SCHOOL,20180,AK,
EEK SCHOOL,20207,AK,
EFFIE KOKRINE CHARTER SCHOOL,20369,AK,
EGEGIK SCHOOL,20278,AK,
ELI KATANOOK HIGH SCHOOL,20013,AK,
EMMONAK HIGH SCHOOL,20027,AK,
FAIRBANKS B E S T,20287,AK,
FAIRBANKS YOUTH FACILITY,20371,AK,
FAIRHILL CHRISTIAN SCHOOL,20367,AK,
FALSE PASS SCHOOL,20077,AK,
FAMILY PARTNERSHIP CHARTER SCHOOL,20333,AK,
FAR NORTH CHRISTIAN SCHOOL,20263,AK,
FORT YUKON,20036,AK,
FRANK A DEGNAN HIGH SCHOOL,20157,AK,
FRONTIER CHARTER SCHOOL,20358,AK,
GALENA INTERIOR LEARNING ACADEMY,20351,AK,
GEORGE MORGAN SENIOR HIGH SCHOOL,20227,AK,
GLACIER VIEW SCHOOL,20270,AK,
GLENNALLEN SCHOOL,20039,AK,
GRACE CHRISTIAN SCHOOL,20182,AK,
GUSTAVUS SECONDARY SCHOOL,20042,AK,
GUSTY MICHAEL SCHOOL,20307,AK,
HAINES HIGH SCHOOL,20040,AK,
HERITAGE CHRISTIAN HIGH SCHOOL,20337,AK,
HIGHLAND TECH HIGH SCHOOL,20366,AK,
HOGARTH KINGEEKUK SENIOR MEMORIAL HIGH SCHOOL,20331,AK,
HOLY CROSS SCHOOL,20239,AK,
HOLY ROSARY ACADEMY,20298,AK,
HOMER FLEX ALTERNATIVE HIGH SCHOOL,20364,AK,
HOMER HIGH SCHOOL,20045,AK,
HOONAH HIGH SCHOOL,20048,AK,
HOOPER BAY HIGH SCHOOL,20123,AK,
HOPE SCHOOL,20395,AK,
HOUSTON HIGH SCHOOL,20178,AK,
HOWARD LUKE ACADEMY,20034,AK,
HOWARD VALENTINE SCHOOL,20282,AK,
HYDABURG HIGH SCHOOL,20053,AK,
IDITAROD AREA SCHOOL DISTRICT,20245,AK,
IGIUGIG SCHOOL,20241,AK,
INNOKO RIVER HIGH SCHOOL,20235,AK,
INTERIOR DISTANCE EDUCATION OF ALASKA,20353,AK,
JACK EGNATY SENIOR SCHOOL,20306,AK,
JAMES C ISABELL MEMORIAL HIGH SCHOOL,20151,AK,
JAMES T HUTCHISON HIGH SCHOOL,20161,AK,
JIMMY HUNTINGTON SCHOOL,20269,AK,
JOANN A ALEXIE MEMORIAL HIGH SCHOOL,20205,AK,
JOHN APANGALOOK MEMORIAL HIGH SCHOOL,20049,AK,
JOHN FREDSON SCHOOL,20164,AK,
JOHNNY JOHN SCHOOL,20302,AK,
JUNEAU CHRISTIAN SCHOOL,20341,AK,
JUNEAU-DOUGLAS HIGH SCHOOL,20055,AK,
KACHEMAK SELO SCHOOL,20388,AK,
KAKE CITY HIGH SCHOOL,20058,AK,
KALI SCHOOL,20344,AK,
KALTAG SCHOOL,20167,AK,
KARLUK SCHOOL,20303,AK,
KASIGLUK-AKIUK,20310,AK,
KAVEOLOOK HIGH SCHOOL,20166,AK,
KENAI ALTERNATIVE HIGH SCHOOL,20334,AK,
KENAI CENTRAL HIGH SCHOOL,20060,AK,
KENNY LAKE SCHOOL,20016,AK,
KET'ACIK & AAPALLUK MEMORIAL HIGH SCHOOL,20212,AK,
KETCHIKAN HIGH SCHOOL,20065,AK,
KIANA HIGH SCHOOL,20069,AK,
KIITA LEARNING COMMUNITY,20420,AK,
KING COVE SCHOOL,20228,AK,
KINGIKMIUT WALES SCHOOL,20309,AK,
KLAWOCK HIGH SCHOOL,20070,AK,
KLUKWAN SCHOOL,20335,AK,
KODIAK HIGH SCHOOL,20075,AK,
KOKHANOK SCHOOL,20066,AK,
KOLIGANEK SCHOOL,20147,AK,
KONGIGANAK SCHOOL,20211,AK,
KOTLIK SCHOOLS,20189,AK,
KOTZEBUE HIGH SCHOOL,20079,AK,
KOYUK-MALEMUTE HIGH SCHOOL,20158,AK,
KUINERRARMIUT ELITNAURVIAT,20222,AK,
KWIGILLINGOK HIGH SCHOOL,20213,AK,
LARSEN BAY HIGH SCHOOL,20081,AK,
LEVELOCK HIGH SCHOOL,20084,AK,
LEWIS ANGAPAK MEMORIAL HIGH SCHOOL,20224,AK,
LIVING WORD ACADEMY,20349,AK,
LUMEN CHRISTI HIGH SCHOOL,20317,AK,
MANOKOTAK HIGH SCHOOL,20087,AK,
MARSHALL SCHOOL,20232,AK,
MARTIN L OLSON SCHOOL,20253,AK,
MARTIN LUTHER KING CAREER CENTER,20316,AK,
MAT SU CAREER & TECHNICAL HIGH SCHOOL,21080,AK,
MAT-SU CENTRAL SCHOOL,20176,AK,
MAT-SU DAY SCHOOL,21081,AK,
MATANUSKA CHRISTIAN SCHOOL,20292,AK,
MAUDREY J SOMMER SCHOOL,20137,AK,
MCGRATH HIGH SCHOOL,20080,AK,
MCLAUGHLIN SCHOOL,20082,AK,
MCQUEEN HIGH SCHOOL,20071,AK,
MEADE RIVER SCHOOL,20238,AK,
MENTASTA LAKE KATIE JOHN SCHOOL,20277,AK,
MERRELINE A KANGAS HIGH SCHOOL,20273,AK,
MESHIK SCHOOL,20114,AK,
METLAKATLA HIGH SCHOOL,20083,AK,
MINTO SCHOOL,20272,AK,
MONROE CATHOLIC JUNIOR SENIOR HIGH SCHOOL,20037,AK,
MOUNT EDGECUMBE HIGH SCHOOL,20085,AK,
MOUNTAIN VILLAGE HIGH SCHOOL,20086,AK,
NANWALEK SCHOOL,20240,AK,
NAPAAQTUGMIUT SCHOOL,20099,AK,
NELSON ISLAND HIGH SCHOOL,20217,AK,
NELSON LAGOON SCHOOL,20116,AK,
NENANA HIGH SCHOOL,20095,AK,
NETSVETOV HIGH SCHOOL,20179,AK,
NEW HORIZONS HIGH SCHOOL,20363,AK,
NEW PATH HIGH SCHOOL,20394,AK,
NEWHALEN SCHOOL,20096,AK,
NEWTOK AYAPRUN HIGH SCHOOL,20218,AK,
NIGHTMUTE SCHOOL,20219,AK,
NIKISKI JUNIOR SENIOR HIGH SCHOOL,20274,AK,
NIKOLAEVSK ELEMENTARY HIGH SCHOOL,20184,AK,
NINILCHIK HIGH SCHOOL,20098,AK,
NOME BELTZ HIGH SCHOOL,20100,AK,
NONDALTON SCHOOL,20101,AK,
NOORVIK HIGH SCHOOL,20103,AK,
NORTH POLE CHRISTIAN SCHOOL,20174,AK,
NORTH POLE HIGH SCHOOL,20029,AK,
NUIQSUT TRAPPER SCHOOL,20260,AK,
NUNAMIUT SCHOOL,20181,AK,
NUNJWARMIUT SCHOOLS,20214,AK,
OLD HARBOR SCHOOL,20106,AK,
OLD STEVENS VILLAGE SCHOOL,20348,AK,
OSCARVILLE HIGH SCHOOL,20329,AK,
OUZINKIE SCHOOL,20107,AK,
PACIFIC HIGH SCHOOL,20321,AK,
PACIFIC NORTHERN ACADEMY,20356,AK,
PALMER HIGH SCHOOL,20105,AK,
PAUL T ALBERT MEMORIAL HIGH SCHOOL,20139,AK,
PELICAN HIGH SCHOOL,20242,AK,
PERRYVILLE SCHOOL,20113,AK,
PETERSBURG HIGH SCHOOL,20110,AK,
PILOT POINT SCHOOL,20279,AK,
PILOT STATION SCHOOLS,20233,AK,
PITKAS POINT SCHOOL,20265,AK,
POLARIS K-12 SCHOOL,20312,AK,
PORT GRAHAM SCHOOL,21280,AK,
PORT LIONS SCHOOL,20111,AK,
PRINCE WILLIAM SOUND COMMUNITY COLLEGE,4636,AK,
RAVEN CORRESPONDENCE SCHOOL,20193,AK,
RAZDOLNA,20372,AK,
REACH CORRESPONDENCE,20378,AK,
REVILLA HIGH SCHOOL,20244,AK,
RIVER CITY ACADEMY,20377,AK,
ROBERT SERVICE HIGH SCHOOL,20004,AK,
ROCKY MOUNTAIN SCHOOL,20208,AK,
RUSSIAN MISSION SCHOOL,20234,AK,
SAINT PAUL ISLAND SCHOOL,20254,AK,
SAND POINT HIGH SCHOOL,20117,AK,
SAPA CHRISTIAN SCHOOL,20330,AK,
SAVE HIGH SCHOOL,20297,AK,
SCAMMON BAY SCHOOL,20162,AK,
SELAWIK DAVIS RAMOTH SCHOOL,20118,AK,
SEWARD JUNIOR SENIOR HIGH SCHOOL,20125,AK,
SHAKTOOLIK HIGH SCHOOL,20129,AK,
SHELDON POINT HIGH SCHOOL,20134,AK,
SHISHMAREF HIGH SCHOOL,20126,AK,
SHUNGNAK SCHOOL,20127,AK,
SIDNEY C HUNTINGTON SCHOOL,20044,AK,
SITKA HIGH SCHOOL,20130,AK,
SKAGWAY HIGH SCHOOL,20135,AK,
SKYVIEW HIGH SCHOOL,20285,AK,
SLANA SCHOOL,20387,AK,
SMOKY BAY SCHOOL,20324,AK,
SOLDOTNA HIGH SCHOOL,20131,AK,
SOUTH ANCHORAGE HIGH SCHOOL,20365,AK,
STAR OF THE NORTH SECONDARY SCHOOL,20359,AK,
STELLER SECONDARY SCHOOL,20007,AK,
SUSAN B ENGLISH ELEMENTARY HIGH SCHOOL,20120,AK,
SUSITNA VALLEY HIGH SCHOOL,20136,AK,
TAKOTNA CHARTER AND TRAINING SCHOOL,20347,AK,
TAKOTNA COMMUNITY SCHOOL,20172,AK,
TANALIAN SCHOOL,20280,AK,
TATITLEK COMMUNITY SCHOOL,20295,AK,
TEBUGHNA SCHOOL,20141,AK,
TENAKEE SPRINGS SCHOOL,20296,AK,
THORNE BAY SCHOOL,20290,AK,
THUNDER MOUNTAIN HIGH SCHOOL,20379,AK,
TIKIGAQ SCHOOL,20246,AK,
TOGIAK SCHOOL,20143,AK,
TOK SCHOOL,20138,AK,
TOP OF THE KUSKOKWIM,20171,AK,
TRI-VALLEY SCHOOL,20041,AK,
TUKURNGAILNGUQ SCHOOL,20248,AK,
TULUKSAK HIGH SCHOOL,20223,AK,
TWINDLY BRIDGE CHARTER SCHOOL,20389,AK,
UNALASKA HIGH SCHOOL,20140,AK,
UNIV OF ALASKA SOUTHEAST SITKA CAMPUS,4754,AK,
UNIVERSITY OF ALASKA ANCHORAGE,4509,AK,
UNIVERSITY OF ALASKA JUNEAU,4366,AK,
UNIVERSITY OF ALASKA KENAI PENINSULA,4373,AK,
UNIVERSITY OF ALASKA SOUTHEAST,4379,AK,
VALDEZ HIGH SCHOOL,20150,AK,
VALLEY CHRISTIAN SCHOOL,20185,AK,
VALLEY PATHWAYS,20357,AK,
VOZNESENKA SCHOOL,20323,AK,
WALTER NORTHWAY SCHOOL,20122,AK,
WASILLA HIGH SCHOOL,20155,AK,
WASILLA LAKE CHRISTIAN SCHOOL,20409,AK,
WEST ANCHORAGE HIGH SCHOOL,20000,AK,
WEST VALLEY HIGH SCHOOL,20028,AK,
WHALEY SCHOOL,20391,AK,
WHITE MOUNTAIN SCHOOL,20156,AK,
WHITESTONE HIGH SCHOOL OF WHITESTONE TRAINING CTR,20352,AK,
WHITTIER HIGH SCHOOL,20225,AK,
WILLIAM N MILLER MEMORIAL SCH,20215,AK,
WILLIAM SONNY NELSON SCHOOL,20146,AK,
WINGS CHRISTIAN ACADEMY,20057,AK,
WRANGELL HIGH SCHOOL,20160,AK,
WWIDEA PRIVATE ACADEMY,20386,AK,
YAAKOOSGE DAAKAHIDI ALTERNATIVE HIGH SCHOOL,20376,AK,
YAKUTAT HIGH SCHOOL,20170,AK,
ZACHARIAS J WILLIAMS MEMORIAL HIGH SCHOOL,20216,AK,
AAEC PARADISE VALLEY CAMPUS,30598,AZ,
ACADEMY OF MATH AND SCIENCE,30460,AZ,
ACADEMY OF TUCSON,30466,AZ,
ACADEMY WITH COMMUNITY PARTNERS INCORPORATED,30213,AZ,
ACCELERATED ELEMENTARY AND SECONDARY SCHOOLS,30551,AZ,
ACCELERATED LEARNING CENTER,30251,AZ,
ACE CHARTER HIGH SCHOOL,30467,AZ,
AGAVE DISTANCE LEARNING PROGRAM,30695,AZ,
AGUA FRIA HIGH SCHOOL,30007,AZ,
AJO HIGH SCHOOL,30000,AZ,
ALCHESAY HIGH SCHOOL,30538,AZ,
ALHAMBRA HIGH SCHOOL,30263,AZ,
ALTA VISTA HIGH SCHOOL,30621,AZ,
AMERI SCHOOLS ACADEMY,30361,AZ,
AMERICAN HERITAGE ACADEMY,30207,AZ,
AMERICAN INDIAN CHRISTIAN SCHOOL,30413,AZ,
AMERICAN LEADERSHIP ACADEMY HIGH SCHOOL,30721,AZ,
AMPHITHEATER HIGH SCHOOL,30455,AZ,
ANDRADA POLYTECHNIC HIGH SCHOOL,30741,AZ,
ANTELOPE UNION HIGH SCHOOL,30535,AZ,
ANTHEM PREPARATORY ACADEMY,30651,AZ,
APACHE JUNCTION HIGH SCHOOL,30003,AZ,
APACHE TRAIL HIGH SCHOOL,30002,AZ,
APOLLO HIGH SCHOOL,30143,AZ,
ARCADIA HIGH SCHOOL,30303,AZ,
ARIZONA AGRIBUSINESS AND EQUINE CENTER,30363,AZ,
ARIZONA AGRIBUSINESS/EQUINE CENTER-PRESCOTT VALLEY,31820,AZ,
ARIZONA CALL-A-TEEN CENTER OF EXCELLENCE HIGH SCH,30332,AZ,
ARIZONA CHARTER ACADEMY,30518,AZ,
ARIZONA COLLEGE PREPARATORY ACADEMY,30468,AZ,
ARIZONA COLLEGE PREPARATORY-ERIE,30711,AZ,
ARIZONA COLLEGIATE HIGH SCHOOL,30653,AZ,
ARIZONA CONNECTIONS ACADEMY,30669,AZ,
