High School Name,Code,State
BROWNWOOD HIGH SCHOOL,440935,TX
LIVE OAK ACADEMY,440968,TX
BURKBURNETT HIGH SCHOOL,441000,TX
BURLESON HIGH SCHOOL,441020,TX
BURNET HIGH SCHOOL,441025,TX
BUSHLAND HIGH SCHOOL,441027,TX
CALALLEN HIGH SCHOOL,441045,TX
C H YOE HIGH SCHOOL,441091,TX
CANADIAN HIGH SCHOOL,441105,TX
CANTON HIGH SCHOOL,441110,TX
CANUTILLO HIGH SCHOOL,441113,TX
CANYON HIGH SCHOOL,441115,TX
R L TURNER HIGH SCHOOL,441140,TX
CREEKVIEW HIGH SCHOOL,441144,TX
HEBRON HIGH SCHOOL,441146,TX
MEDINA VALLEY HIGH SCHOOL,441155,TX
CEDAR HILL HIGH SCHOOL,441170,TX
TRINITY CHRISTIAN HIGH SCHOOL,441171,TX
CEDAR PARK HIGH SCHOOL,441174,TX
VISTA RIDGE HIGH SCHOOL,441176,TX
CELINA HIGH SCHOOL,441185,TX
CENTER HIGH SCHOOL,441189,TX
CHANNELVIEW HIGH SCHOOL,441217,TX
CHESTER HIGH SCHOOL,441240,TX
CHICO HIGH SCHOOL,441245,TX
CHILDRESS HIGH SCHOOL,441255,TX
CHINA SPRING HIGH SCHOOL,441282,TX
CLEBURNE HIGH SCHOOL,441335,TX
TARKINGTON HIGH SCHOOL,441350,TX
CLINT HIGH SCHOOL,441360,TX
CLYDE HIGH SCHOOL,441365,TX
COAHOMA HIGH SCHOOL,441375,TX
A & M CONSOLIDATED HIGH SCHOOL,441400,TX
COLLEYVILLE HERITAGE HIGH SCHOOL,441408,TX
FAITH CHRISTIAN SCHOOL,441411,TX
COLMESNEIL HIGH SCHOOL,441415,TX
COLORADO HIGH SCHOOL,441420,TX
CANEY CREEK HIGH SCHOOL,441463,TX
CONROE HIGH SCHOOL,441470,TX
WOODLANDS HIGH SCHOOL THE,441471,TX
JUDSON SENIOR HIGH SCHOOL,441472,TX
OAK RIDGE HIGH SCHOOL,441473,TX
COPPELL HIGH SCHOOL,441485,TX
MARY CARROLL HIGH SCHOOL,441491,TX
FLOUR BLUFF HIGH SCHOOL,441500,TX
FOY H MOODY SCIENCE AND HEALTH CENTER HIGH SCHOOL,441501,TX
INCARNATE WORD ACADEMY,441505,TX
RICHARD KING HIGH SCHOOL,441509,TX
TULOSO-MIDWAY HIGH SCHOOL,441525,TX
W B RAY HIGH SCHOOL,441530,TX
WEST OSO HIGH SCHOOL,441535,TX
CORRIGAN-CAMDEN HIGH SCHOOL,441540,TX
CROCKETT HIGH SCHOOL,441610,TX
CROSBY HIGH SCHOOL,441632,TX
CROSBYTON HIGH SCHOOL,441635,TX
CROWLEY HIGH SCHOOL,441647,TX
CRYSTAL CITY HIGH SCHOOL,441650,TX
CY-FAIR SENIOR HIGH SCHOOL,441690,TX
DALHART HIGH SCHOOL,441715,TX
BISHOP LYNCH HIGH SCHOOL,441718,TX
SCHOOL OF BUSINESS AND MANAGEMENT,441721,TX
BRYAN ADAMS HIGH SCHOOL,441723,TX
DALLAS CHRISTIAN HIGH SCHOOL,441728,TX
DAVID W CARTER HIGH SCHOOL,441729,TX
FRANKLIN D ROOSEVELT HIGH SCHOOL,441730,TX
BOOKER T WASHINGTON HIGH SCH PERFORMING/VISUAL ART,441732,TX
GREENHILL SCHOOL,441735,TX
SCHOOL OF HEALTH PROFESSIONS,441739,TX
HILLCREST HIGH SCHOOL,441745,TX
HOCKADAY SCHOOL,441750,TX
JAMES MADISON HIGH SCHOOL,441752,TX
JESUIT COLLEGE PREPARATORY SCHOOL,441755,TX
LAKE HIGHLANDS HIGH SCHOOL,441758,TX
L G PINKSTON HIGH SCHOOL,441759,TX
LINCOLN HUMANITIES/COMMUNICATIONS,441760,TX
LAKEHILL PREPARATORY SCHOOL,441761,TX
DALLAS LUTHERAN SCHOOL,441767,TX
SCHOOL OF GOVERNMENT LAW AND LAW ENFORCEMENT,441769,TX
BISHOP DUNNE HIGH SCHOOL,441785,TX
MOLINA HIGH SCHOOL,441791,TX
CAMBRIDGE SCHOOL OF DALLAS,441803,TX
SCIENCE AND ENGINEERING MAGNET AT TOWNVIEW CENTER,441811,TX
SKYLINE HIGH SCHOOL,441812,TX
TALENTED AND GIFTED MAGNET SCHOOL,441814,TX
SOUTH OAK CLIFF HIGH SCHOOL,441815,TX
SUNSET HIGH SCHOOL,441820,TX
TYLER STREET CHRISTIAN ACADEMY,441821,TX
THOMAS JEFFERSON HIGH SCHOOL,441822,TX
URSULINE ACADEMY,441825,TX
WARREN T WHITE HIGH SCHOOL,441828,TX
W W SAMUELL HIGH SCHOOL,441833,TX
WOODROW WILSON HIGH SCHOOL,441835,TX
DAWSON HIGH SCHOOL,441855,TX
DEER PARK HIGH SCHOOL SOUTH CAMPUS,441875,TX
DEL VALLE HIGH SCHOOL GO CENTE,441927,TX
DENISON SENIOR HIGH SCHOOL,441930,TX
JOHN H. GUYER HIGH SCHOOL,441946,TX
BILLY C RYAN HIGH SCHOOL,441950,TX
DESOTO HIGH SCHOOL,441967,TX
DIBOLL HIGH SCHOOL,442000,TX
DICKINSON HIGH SCHOOL,442010,TX
DILLEY HIGH SCHOOL,442015,TX
DONNA HIGH SCHOOL,442045,TX
IDEA COLLEGE PREPARATORY HIGH SCHOOL,442047,TX
DRIPPING SPRINGS HIGH SCHOOL,442065,TX
DUNCANVILLE HIGH SCHOOL,442085,TX
EAGLE PASS HIGH SCHOOL,442100,TX
C C WINN HIGH SCHOOL,442101,TX
EAST BERNARD HIGH SCHOOL,442110,TX
EDINBURG HIGH SCHOOL,442145,TX
JOHNNY ECONOMEDES HIGH SCHOOL,442147,TX
EDINBURG NORTH HIGH SCHOOL,442148,TX
SOUTH TEXAS BUSINESS EDUCATION & TECH ACADEMY,442149,TX
ELKHART HIGH SCHOOL,442190,TX
AMERICAS HIGH SCHOOL,442194,TX
EL DORADO HIGH SCHOOL,442195,TX
ANDRESS HIGH SCHOOL,442198,TX
BEL AIR HIGH SCHOOL,442199,TX
BOWIE HIGH SCHOOL,442200,TX
BURGES HIGH SCHOOL,442205,TX
CAPTAIN JOHN L CHAPIN HIGH SCHOOL,442208,TX
CORONADO HIGH SCHOOL,442212,TX
DEL VALLE HIGH SCHOOL,442214,TX
FRANKLIN HIGH SCHOOL,442215,TX
EASTWOOD HIGH SCHOOL,442217,TX
SCHOOL AGE PARENT CENTER,442218,TX
EL PASO HIGH SCHOOL,442220,TX
IRVIN HIGH SCHOOL,442223,TX
J M HANKS HIGH SCHOOL,442224,TX
JEFFERSON HIGH SCHOOL,442225,TX
LORETTO ACADEMY HIGH SCHOOL,442230,TX
MOUNTAIN VIEW HIGH SCHOOL,442231,TX
PARKLAND HIGH SCHOOL,442238,TX
RIVERSIDE HIGH SCHOOL,442242,TX
MAXINE L SILVA HEALTH MAGNET HIGH SCHOOL,442243,TX
SOCORRO HIGH SCHOOL,442247,TX
STEPHEN F AUSTIN HIGH SCHOOL,442250,TX
VALLEY VIEW CHRISTIAN SCHOOL,442252,TX
IMMANUEL CHRISTIAN SCHOOL,442261,TX
HORIZON HIGH SCHOOL,442263,TX
ENNIS HIGH SCHOOL,442290,TX
TRINITY HIGH SCHOOL,442322,TX
EVERMAN JCB HIGH SCHOOL,442335,TX
FAIRFIELD HIGH SCHOOL,442350,TX
PARISH EPISCOPAL SCHOOL,442368,TX
FARMERSVILLE HIGH SCHOOL,442370,TX
FLORESVILLE HIGH SCHOOL,442430,TX
FLOWER MOUND HIGH SCHOOL,442434,TX
CORAM DEO ACADEMY,442436,TX
FORT DAVIS AEC,442481,TX
ARLINGTON HEIGHTS HIGH SCHOOL,442505,TX
HALTOM HIGH SCHOOL,442510,TX
CASTLEBERRY HIGH SCHOOL,442512,TX
DUNBAR HIGH SCHOOL,442516,TX
FORT WORTH COUNTRY DAY SCHOOL,442519,TX
NORTH CROWLEY HIGH SCHOOL,442537,TX
NORTH SIDE HIGH SCHOOL,442545,TX
NOLAN CATHOLIC HIGH SCHOOL,442549,TX
OAKRIDGE SCHOOL,442551,TX
RICHLAND SENIOR HIGH SCHOOL,442558,TX
ROBERT L PASCHAL HIGH SCHOOL,442560,TX
TEMPLE CHRISTIAN SCHOOLS,442568,TX
GREEN B TRIMBLE TECHNICAL HIGH SCHOOL,442570,TX
WESTERN HILLS HIGH SCHOOL,442575,TX
CENTRAL HIGH SCHOOL,442583,TX
BRAZOSPORT HIGH SCHOOL,442610,TX
BRAZOSWOOD HIGH SCHOOL,442612,TX
FREER HIGH SCHOOL,442620,TX
FRIENDSWOOD HIGH SCHOOL,442625,TX
FRIONA HIGH SCHOOL,442630,TX
CENTENNIAL HIGH SCHOOL,442633,TX
FRISCO HIGH SCHOOL,442635,TX
GALENA PARK HIGH SCHOOL,442680,TX
LAKEVIEW CENTENNIAL HIGH SCHOOL,442730,TX
GARLAND HIGH SCHOOL,442731,TX
NORTH GARLAND HIGH SCHOOL,442732,TX
SOUTH GARLAND HIGH SCHOOL,442733,TX
NAAMAN FOREST HIGH SCHOOL,442736,TX
GATESVILLE HIGH SCHOOL,442760,TX
GEORGETOWN HIGH SCHOOL,442770,TX
GLEN ROSE HIGH SCHOOL,442845,TX
GONZALES HIGH SCHOOL,442880,TX
GRAND PRAIRIE HIGH SCHOOL,442930,TX
SOUTH GRAND PRAIRIE HIGH SCHOOL,442932,TX
GRAND SALINE HIGH SCHOOL,442935,TX
CARROLL SENIOR HIGH SCHOOL,442963,TX
GRAPEVINE SENIOR HIGH SCHOOL,442965,TX
GREENVILLE HIGH SCHOOL,442980,TX
GROVETON HIGH SCHOOL,443020,TX
HALLETTSVILLE HIGH SCHOOL,443060,TX
HAMSHIRE FANNETT HIGH SCHOOL,443100,TX
HARDIN HIGH SCHOOL,443115,TX
HARKER HEIGHTS HIGH SCHOOL,443118,TX
HARLINGEN HIGH SCHOOL SOUTH,443124,TX
HARLINGEN HIGH SCHOOL,443125,TX
MARINE MILITARY ACADEMY,443128,TX
HAWLEY HIGH SCHOOL,443180,TX
ROCKWALL HEATH HIGH SCHOOL,443191,TX
SANDRA DAY O'CONNOR HIGH SCHOOL,443199,TX
MIDWAY HIGH SCHOOL,443241,TX
HEREFORD HIGH SCHOOL,443245,TX
HITCHCOCK HIGH SCHOOL,443285,TX
KIPP HOUSTON HIGH SCHOOL,443305,TX
YES PREP PUBLIC SCHOOLS-SOUTHEAST,443312,TX
CYPRESS SPRINGS HIGH SCHOOL,443317,TX
INCARNATE WORD ACADEMY,443330,TX
ALEXANDER-SMITH ACADEMY,443333,TX
ALDINE SENIOR HIGH SCHOOL,443335,TX
BOOKER T WASHINGTON SENIOR HIGH SCHOOL,443340,TX
CYPRESS FALLS HIGH SCHOOL,443346,TX
C E KING HIGH SCHOOL,443355,TX
DEVRY ADVANTAGE ACADEMY,443356,TX
CYPRESS CREEK HIGH SCHOOL,443358,TX
EISENHOWER HIGH SCHOOL,443359,TX
CHARLES H MILBY HIGH SCHOOL,443360,TX
CLEAR LAKE HIGH SCHOOL,443361,TX
FURR HIGH SCHOOL,443366,TX
G W CARVER HIGH SCHOOL,443371,TX
KERR HIGH SCHOOL,443372,TX
J FRANK DOBIE HIGH SCHOOL,443374,TX
JACK YATES HIGH SCHOOL,443375,TX
HIGH SCHOOL FOR THE PERFORMING AND VISUAL ARTS,443376,TX
MICHAEL E DEBAKEY HIGH SCHOOL OF THE HEALTH PROFES,443378,TX
JEFFERSON DAVIS SENIOR HIGH SCHOOL,443380,TX
JERSEY VILLAGE HIGH SCHOOL,443381,TX
JESSE H JONES HIGH SCHOOL,443382,TX
STRAKE JESUIT COLLEGE PREPARATORY SCHOOL,443383,TX
JOHN H REAGAN SENIOR HIGH SCHOOL,443385,TX
KASHMERE SENIOR HIGH SCHOOL,443388,TX
KLEIN FOREST HIGH SCHOOL,443394,TX
LUTHERAN SOUTH ACADEMY,443395,TX
LAW ENFORCEMENT AND CRIMINAL JUSTICE HIGH SCHOOL,443396,TX
MACARTHUR HIGH SCHOOL,443397,TX
JAMES MADISON HS METER/SPACE SCIENCE,443398,TX
MEMORIAL SENIOR HIGH SCHOOL,443402,TX
MIRABEAU B LAMAR SENIOR HIGH SCHOOL,443405,TX
NORTH SHORE SENIOR HIGH SCHOOL,443408,TX
HOUSTON CHRISTIAN HIGH SCHOOL,443409,TX
NORTHBROOK SENIOR HIGH SCHOOL,443411,TX
NIMITZ HIGH SCHOOL,443413,TX
ROBERT E LEE HIGH SCHOOL,443418,TX
SAINT AGNES ACADEMY,443420,TX
LANGHAM CREEK HIGH SCHOOL,443424,TX
MAYDE CREEK HIGH SCHOOL,443426,TX
SAINT PIUS X HIGH SCHOOL,443432,TX
SAINT THOMAS EPISCOPAL SCHOOL,443433,TX
ST. THOMAS HIGH SCHOOL,443435,TX
SAM HOUSTON MATH SCIENCE AND TECHNOLOGY CNTR,443437,TX
BARBARA JORDAN HIGH SCHOOL,443440,TX
SCARBOROUGH SENIOR HIGH SCHOOL,443441,TX
SHARPSTOWN HIGH SCHOOL,443443,TX
STRATFORD HIGH SCHOOL,443447,TX
SPRING WOODS SENIOR HIGH SCHOOL,443451,TX
WESTBURY SENIOR HIGH SCHOOL,443454,TX
WESTFIELD HIGH SCHOOL,443458,TX
TEXAS CHRISTIAN HIGH SCHOOL,443483,TX
HUMBLE HIGH SCHOOL,443485,TX
HUNTSVILLE HIGH SCHOOL,443500,TX
LAWRENCE D BELL HIGH SCHOOL,443502,TX
CINCO RANCH HIGH SCHOOL,443509,TX
HUTTO HIGH SCHOOL,443510,TX
ST STEPHENS EPISCOPAL SCHOOL-HOUSTON,443514,TX
WESTSIDE HIGH SCHOOL,443522,TX
CALVIN NELMS CHARTER HIGH SCHOOL,443523,TX
WESTCHESTER ACADEMY FOR INTERNATIONAL STUDIES,443524,TX
INGLESIDE HIGH SCHOOL,443525,TX
CESAR E CHAVEZ HIGH SCHOOL,443528,TX
SCHOOL OF THE WOODS,443534,TX
CYPRESS RIDGE HIGH SCHOOL,443535,TX
ALIEF TAYLOR HIGH SCHOOL,443536,TX
IOWA PARK HIGH SCHOOL,443540,TX
CARNEGIE VANGUARD HIGH SCHOOL,443541,TX
IRA HIGH SCHOOL,443545,TX
HARMONY SCIENCE ACADEMY,443546,TX
ENERGIZED FOR STEM,443547,TX
NORTH HILLS PREPARATORY,443551,TX
JACK E SINGLEY ACADEMY,443553,TX
CISTERCIAN PREPARATORY SCHOOL,443558,TX
IRVING HIGH SCHOOL,443560,TX
MACARTHUR HIGH SCHOOL,443562,TX
NIMITZ HIGH SCHOOL,443563,TX
CHALLENGE EARLY COLLEGE HIGH SCHOOL,443575,TX
ATASCOCITA HIGH SCHOOL,443583,TX
COMPASS CENTER THE,443594,TX
JARRELL HIGH SCHOOL,443625,TX
JASPER HIGH SCHOOL,443630,TX
NORTHWEST HIGH SCHOOL,443715,TX
SEVEN LAKES HIGH SCHOOL,443727,TX
KARNES CITY HIGH SCHOOL,443730,TX
KATY HIGH SCHOOL,443735,TX
JAMES E TAYLOR HIGH SCHOOL,443736,TX
MORTON RANCH HIGH SCHOOL,443739,TX
FOSSIL RIDGE HIGH SCHOOL,443753,TX
KELLER HIGH SCHOOL,443755,TX
KENNEDALE HIGH SCHOOL,443787,TX
OUR LADY HILLS REG CATHOLIC HIGH SCH,443811,TX
TIVY HIGH SCHOOL,443815,TX
KILLEEN HIGH SCHOOL,443850,TX
ELLISON HIGH SCHOOL,443852,TX
ACADEMY HIGH SCHOOL,443857,TX
PRESBYTERIAN PAN AMERICAN SCHOOL,443862,TX
KINGWOOD HIGH SCHOOL,443863,TX
NORTHEAST CHRISTIAN ACADEMY,443867,TX
ROBERT M SHOEMAKER HIGH SCHOOL,443869,TX
KINGWOOD PARK HIGH SCHOOL,443874,TX
KOUNTZE HIGH SCHOOL,443910,TX
LEHMAN HIGH SCHOOL,443923,TX
JACK C HAYS HIGH SCHOOL,443925,TX
PALMVIEW HIGH SCHOOL,443940,TX
LA JOYA HIGH SCHOOL,443960,TX
LAKE DALLAS HIGH SCHOOL,443965,TX
LYNDON B JOHNSON HIGH SCHOOL,443974,TX
LA MARQUE HIGH SCHOOL,443980,TX
LAMPASAS HIGH SCHOOL,444005,TX
LANCASTER HIGH SCHOOL,444010,TX
JUAREZ-LINCOLN HIGH SCHOOL,444020,TX
LA PORTE HIGH SCHOOL,444025,TX
DR LEO CIGARROA HIGH SCHOOL,444037,TX
MARTIN HIGH SCHOOL,444045,TX
UNITED HIGH SCHOOL,444058,TX
UNITED SOUTH HIGH SCHOOL,444059,TX
LA VERNIA HIGH SCHOOL,444075,TX
LEANDER HIGH SCHOOL,444095,TX
EDWARD S MARCUS HIGH SCHOOL,444132,TX
LEWISVILLE HIGH SCHOOL,444135,TX
LIBERTY HIGH SCHOOL,444155,TX
LINDALE HIGH SCHOOL,444170,TX
LITTLE ELM HIGH SCHOOL,444198,TX
LIVINGSTON HIGH SCHOOL,444220,TX
LLANO HIGH SCHOOL,444225,TX
LOCKHART HIGH SCHOOL,444235,TX
LONGVIEW CHRISTIAN SCHOOL,444269,TX
LOS FRESNOS HIGH SCHOOL,444315,TX
CORONADO HIGH SCHOOL,444342,TX
TEXAS TECH UNIVERSITY HIGH SCHOOL,444357,TX
TRINITY CHRISTIAN HIGH SCHOOL,444359,TX
LUBBOCK HIGH SCHOOL,444360,TX
LUFKIN HIGH SCHOOL,444385,TX
LULING HIGH SCHOOL,444395,TX
LYTLE HIGH SCHOOL,444405,TX
MABANK HIGH SCHOOL,444410,TX
MADISONVILLE HIGH SCHOOL,444420,TX
MAGNOLIA HIGH SCHOOL,444425,TX
MANOR HIGH SCHOOL,444455,TX
MANSFIELD HIGH SCHOOL,444460,TX
MANSFIELD SUMMIT HIGH SCHOOL,444461,TX
MARBLE FALLS HIGH SCHOOL,444475,TX
MART HIGH SCHOOL,444535,TX
MARTINSVILLE SCHOOL,444540,TX
MATHIS HIGH SCHOOL,444560,TX
MCALLEN HIGH SCHOOL,444595,TX
MCALLEN MEMORIAL HIGH SCHOOL,444596,TX
NIKKI ROWE HIGH SCHOOL,444599,TX
MCKINNEY HIGH SCHOOL,444630,TX
MCKINNEY NORTH HIGH SCHOOL,444632,TX
SCIENCE ACADEMY OF SOUTH TEXAS,444682,TX
MESQUITE HIGH SCHOOL,444710,TX
DR JOHN D HORN HIGH SCHOOL,444711,TX
NORTH MESQUITE HIGH SCHOOL,444712,TX
WEST MESQUITE HIGH SCHOOL,444714,TX
MIDLAND HIGH SCHOOL,444740,TX
MIDLAND CHRISTIAN SCHOOL,444742,TX
ROBERT E LEE HIGH SCHOOL,444743,TX
TRINITY SCHOOL OF MIDLAND,444744,TX
MIDLOTHIAN HIGH SCHOOL,444750,TX
MILFORD HIGH SCHOOL,444780,TX
MINEOLA HIGH SCHOOL,444812,TX
MINERAL WELLS HIGH SCHOOL,444815,TX
SHARYLAND HIGH SCHOOL,444835,TX
VETERANS MEMORIAL HIGH SCHOOL,444838,TX
THURGOOD MARSHALL HIGH SCHOOL,444841,TX
BARBERS HILL HIGH SCHOOL,444860,TX
MONTGOMERY HIGH SCHOOL,444865,TX
MOUNT PLEASANT HIGH SCHOOL,444930,TX
NEEDVILLE HIGH SCHOOL,445030,TX
CANYON HIGH SCHOOL,445053,TX
NEW BRAUNFELS SENIOR HIGH SCHOOL,445055,TX
SMITHSON VALLEY HIGH SCHOOL,445056,TX
NEW DEAL HIGH SCHOOL,445070,TX
BIRDVILLE HIGH SCHOOL,445137,TX
ODESSA SENIOR HIGH SCHOOL,445195,TX
PERMIAN HIGH SCHOOL,445197,TX
PALACIOS HIGH SCHOOL,445305,TX
PALESTINE HIGH SCHOOL,445325,TX
PALMER HIGH SCHOOL,445340,TX
PARIS HIGH SCHOOL,445370,TX
SAM RAYBURN HIGH SCHOOL,445373,TX
PASADENA HIGH SCHOOL,445375,TX
PEARLAND HIGH SCHOOL,445410,TX
PEARSALL HIGH SCHOOL,445415,TX
PEASTER HIGH SCHOOL,445425,TX
PECOS HIGH SCHOOL,445440,TX
PFLUGERVILLE HIGH SCHOOL,445500,TX
ORATORY ANTHENAEUM FOR UNIVERSITY PREPARATION,445501,TX
VALLEY VIEW HIGH SCHOOL,445507,TX
PILOT POINT HIGH SCHOOL,445520,TX
SHEPTON HIGH SCHOOL,445561,TX
CLARK HIGH SCHOOL,445566,TX
VINES HIGH SCHOOL,445567,TX
WILLIAMS HIGH SCHOOL,445568,TX
PLANO EAST SENIOR HIGH SCHOOL,445569,TX
PLEASANTON HIGH SCHOOL,445570,TX
JASPER HIGH SCHOOL,445572,TX
PLANO WEST SENIOR HIGH SCHOOL,445573,TX
JOHN PAUL II HIGH SCHOOL,445578,TX
PORT ARANSAS HIGH SCHOOL,445597,TX
CALHOUN HIGH SCHOOL,445630,TX
PORT NECHES-GROVES HIGH SCHOOL,445640,TX
PORTER CHRISTIAN ACADEMY,445643,TX
POTH HIGH SCHOOL,445655,TX
NORTH LAMAR HIGH SCHOOL,445670,TX
PRESIDIO HIGH SCHOOL,445695,TX
CARLISLE HIGH SCHOOL,445700,TX
PRINCETON HIGH SCHOOL,445710,TX
PROGRESO HIGH SCHOOL,445713,TX
FORD HIGH SCHOOL,445767,TX
PASADENA MEMORIAL HIGH SCHOOL,445773,TX
RAYMONDVILLE HIGH SCHOOL,445800,TX
RED OAK HIGH SCHOOL,445805,TX
RICE HIGH SCHOOL,445832,TX
J J PEARCE HIGH SCHOOL,445839,TX
RICHARDSON HIGH SCHOOL,445840,TX
LLOYD V BERKNER HIGH SCHOOL,445841,TX
FOSTER HIGH SCHOOL,445856,TX
STEPHEN F AUSTIN HIGH SCHOOL,445860,TX
RIO GRANDE CITY HS FORT,445870,TX
RIO HONDO HIGH SCHOOL,445875,TX
ROCKPORT-FULTON HIGH SCHOOL,445935,TX
ROCKWALL HIGH SCHOOL,445952,TX
B F TERRY HIGH SCHOOL,445997,TX
ROTAN HIGH SCHOOL,446015,TX
ROWLETT HIGH SCHOOL,446017,TX
ROUND ROCK HIGH SCHOOL,446025,TX
STONY POINT HIGH SCHOOL,446037,TX
SACHSE HIGH SCHOOL,446082,TX
W E BOSWELL HIGH SCHOOL,446084,TX
SAGINAW HIGH SCHOOL,446087,TX
BYRON P STEELE II HIGH SCHOOL,446088,TX
CORNERSTONE CHRISTIAN SCHOOL,446108,TX
LAKE VIEW HIGH SCHOOL,446110,TX
CENTRAL HIGH SCHOOL,446115,TX
BUSINESS CAREERS HIGH SCHOOL,446119,TX
ALAMO HEIGHTS HIGH SCHOOL,446120,TX
ANTONIAN COLLEGE PREPARATORY HIGH SCHOOL,446122,TX
CENTRAL CATHOLIC HIGH SCHOOL,446130,TX
DOUGLAS MACARTHUR HIGH SCHOOL,446132,TX
EAST CENTRAL HIGH SCHOOL,446135,TX
COMMUNICATION ARTS HIGH SCHOOL,446139,TX
INTERNATIONAL SCHOOLS OF THE AMERICAS,446144,TX
G W BRACKENRIDGE HIGH SCHOOL,446145,TX
NORTHSIDE HEALTH CAREERS HIGH SCHOOL,446148,TX
HARLANDALE HIGH SCHOOL,446150,TX
HIGHLANDS HIGH SCHOOL,446151,TX
HOLY CROSS OF SAN ANTONIO,446152,TX
JAMES MADISON HIGH SCHOOL,446154,TX
INCARNATE WORD HIGH SCHOOL,446155,TX
JOHN JAY HIGH SCHOOL,446156,TX
JOHN F KENNEDY HIGH SCHOOL,446157,TX
KEYSTONE SCHOOL,446158,TX
DILLARD MCCOLLUM HIGH SCHOOL,446170,TX
JOHN MARSHALL HIGH SCHOOL,446175,TX
EARL WARREN HIGH SCHOOL,446186,TX
PROVIDENCE CATHOLIC SCHOOL,446200,TX
ROBERT E LEE HIGH SCHOOL,446203,TX
ROBERT G COLE HIGH SCHOOL,446204,TX
RONALD REAGAN HIGH SCHOOL,446207,TX
JOHN PAUL STEVENS HIGH SCHOOL,446215,TX
SAINT MARYS HALL,446220,TX
L W FOX ACADEMIC & TECHNOLOGY HIGH SCHOOL,446240,TX
SIDNEY LANIER HIGH SCHOOL,446245,TX
SOUTHSIDE HIGH SCHOOL,446250,TX
TMI EPISCOPAL SCHOOL OF TEXAS,446255,TX
THEODORE ROOSEVELT HIGH SCHOOL,446258,TX
THOMAS A EDISON HIGH SCHOOL,446260,TX
TOM C CLARK HIGH SCHOOL,446261,TX
WILLIAM HOWARD TAFT HIGH SCHOOL,446271,TX
WINSTON CHURCHILL HIGH SCHOOL,446273,TX
WAGNER HIGH SCHOOL,446277,TX
SAN BENITO HIGH SCHOOL,446290,TX
SOUTH TEXAS ACADEMY FOR MEDICAL PROFESSIONS,446292,TX
SANDERSON HIGH SCHOOL,446300,TX
PHARR-SAN JUAN-ALAMO NORTH HIGH SCHOOL,446313,TX
HILL COUNTRY CHRISTIAN SCHOOL,446319,TX
SAN MARCOS ACADEMY,446320,TX
SAN MARCOS HIGH SCHOOL,446325,TX
SANTA MARIA HGH SCHOOL,446343,TX
SANTO HIGH SCHOOL,446350,TX
SAMUEL CLEMENS HIGH SCHOOL,446365,TX
SEAGOVILLE HIGH SCHOOL,446395,TX
NAVARRO HIGH SCHOOL,446425,TX
SEGUIN HIGH SCHOOL,446430,TX
SHALLOWATER HIGH SCHOOL,446450,TX
SHERMAN HIGH SCHOOL,446507,TX
LUMBERTON HIGH SCHOOL,446528,TX
SILSBEE HIGH SCHOOL,446530,TX
SINTON HIGH SCHOOL,446555,TX
SLATON HIGH SCHOOL,446570,TX
SMYER HIGH SCHOOL,446605,TX
SNYDER HIGH SCHOOL,446620,TX
SOMERSET HIGH SCHOOL,446625,TX
SOUTH HOUSTON HIGH SCHOOL,446652,TX
SOUTH SAN ANTONIO HIGH SCHOOL,446665,TX
SPEARMAN HIGH SCHOOL,446675,TX
KLEIN HIGH SCHOOL,446690,TX
KLEIN OAK HIGH SCHOOL,446691,TX
SPRING HIGH SCHOOL,446692,TX
KLEIN COLLINS HIGH SCHOOL,446693,TX
SPRINGTOWN HIGH SCHOOL,446695,TX
WILLOWRIDGE HIGH SCHOOL,446712,TX
STAFFORD HIGH SCHOOL,446714,TX
ELKINS HIGH SCHOOL,446782,TX
I H KEMPNER HIGH SCHOOL,446783,TX
WILLIAM P CLEMENTS HIGH SCHOOL,446784,TX
DULLES HIGH SCHOOL,446785,TX
FORT BEND CHRISTIAN ACADEMY,446786,TX
L V HIGHTOWER HIGH SCHOOL,446788,TX
TAFT HIGH SCHOOL,446860,TX
TAYLOR HIGH SCHOOL,446902,TX
TEMPLE HIGH SCHOOL,446930,TX
TERRELL HIGH SCHOOL,446950,TX
LIBERTY-EYLAU HIGH SCHOOL,446958,TX
CONCORDIA LUTHERAN HIGH SCHOOL,447040,TX
TOMBALL HIGH SCHOOL,447043,TX
ALL SAINTS EPISCOPAL SCHOOL,447116,TX
BISHOP THOMAS K GORMAN HIGH SCHOOL,447117,TX
CHAPEL HILL HIGH SCHOOL,447120,TX
JOHN TYLER HIGH SCHOOL,447140,TX
VAN HIGH SCHOOL,447190,TX
VEGA HIGH SCHOOL,447220,TX
VENUS HIGH SCHOOL,447225,TX
NORTHSIDE SCHOOL,447245,TX
SAINT JOSEPH HIGH SCHOOL,447270,TX
VIDOR HIGH SCHOOL,447275,TX
REICHER CATHOLIC HIGH SCHOOL,447282,TX
CONNALLY HIGH SCHOOL,447285,TX
MIDWAY HIGH SCHOOL,447290,TX
WACO HIGH SCHOOL,447300,TX
WALL HIGH SCHOOL,447332,TX
WAXAHACHIE HIGH SCHOOL,447382,TX
BROCK HIGH SCHOOL,447390,TX
WEATHERFORD HIGH SCHOOL,447395,TX
WESLACO HIGH SCHOOL,447440,TX
WESLACO EAST HIGH SCHOOL,447441,TX
COLUMBIA HIGH SCHOOL,447465,TX
WHITE DEER HIGH SCHOOL,447500,TX
