High School Name,Code,State
WHITEHOUSE HIGH SCHOOL,447517,TX
NOTRE DAME HIGH SCHOOL,447545,TX
HIRSCHI MATH AND SCIENCE INTERNATIONAL BACCALAUREA,447552,TX
S H RIDER HIGH SCHOOL,447553,TX
WICHITA FALLS HIGH SCHOOL,447555,TX
WILLIS HIGH SCHOOL,447565,TX
WIMBERLEY HIGH SCHOOL,447586,TX
FRENSHIP HIGH SCHOOL,447640,TX
WOODLANDS COLLEGE PARK HIGH SCHOOL THE,447642,TX
WOODVILLE HIGH SCHOOL,447662,TX
WYLIE HIGH SCHOOL,447675,TX
YOAKUM HIGH SCHOOL,447702,TX
YSLETA HIGH SCHOOL,447710,TX
ALTAMONT HIGH SCHOOL,450000,UT
AMERICAN FORK HIGH SCHOOL,450005,UT
WAYNE HIGH SCHOOL,450015,UT
BINGHAM HIGH SCHOOL,450020,UT
BOUNTIFUL HIGH SCHOOL,450030,UT
VIEWMONT HIGH SCHOOL,450032,UT
BOX ELDER HIGH SCHOOL,450035,UT
EMERY HIGH SCHOOL,450043,UT
CEDAR CITY HIGH SCHOOL,450045,UT
CANYON VIEW HIGH SCHOOL,450046,UT
SUCCESS ACADEMY,450052,UT
CLEARFIELD HIGH SCHOOL,450053,UT
NORTH SUMMIT HIGH SCHOOL,450055,UT
DELTA HIGH SCHOOL,450060,UT
JUAN DIEGO CATHOLIC HS,450064,UT
DUGWAY HIGH SCHOOL,450070,UT
MILLARD HIGH SCHOOL,450105,UT
GRANTSVILLE HIGH SCHOOL,450110,UT
GUNNISON VALLEY HIGH SCHOOL,450120,UT
WASATCH HIGH SCHOOL,450125,UT
LONE PEAK HIGH SCHOOL,450129,UT
HURRICANE HIGH SCHOOL,450135,UT
MOUNTAIN CREST HIGH SCHOOL,450138,UT
TUACAHN HIGH SCHOOL FOR PERFORMING ARTS,450140,UT
SOUTH SUMMIT HIGH SCHOOL,450145,UT
DAVIS HIGH SCHOOL,450155,UT
KEARNS HIGH SCHOOL,450158,UT
LAYTON HIGH SCHOOL,450163,UT
NORTHRIDGE HIGH SCHOOL,450164,UT
LEHI HIGH,450165,UT
LOGAN HIGH SCHOOL,450170,UT
CYPRUS HIGH SCHOOL,450175,UT
HILLCREST HIGH SCHOOL,450193,UT
GRAND COUNTY HIGH SCHOOL,450200,UT
WHITE HORSE HIGH SCHOOL,450207,UT
MORGAN HIGH SCHOOL,450215,UT
NORTH SANPETE HIGH SCHOOL,450225,UT
WASATCH ACADEMY,450230,UT
MURRAY HIGH SCHOOL,450235,UT
JUAB HIGH SCHOOL,450240,UT
BEN LOMOND HIGH SCHOOL,450245,UT
BONNEVILLE HIGH SCHOOL,450247,UT
FREMONT HIGH SCHOOL,450248,UT
DAVINCI ACADEMY OF SCIENCE AND THE ARTS,450249,UT
SAINT JOSEPH CATHOLIC HIGH SCHOOL,450250,UT
OGDEN SENIOR HIGH SCHOOL,450255,UT
WEBER HIGH SCHOOL,450270,UT
MOUNTAIN VIEW HIGH SCHOOL,450280,UT
OREM HIGH SCHOOL,450281,UT
TIMPANOGOS HIGH SCHOOL,450283,UT
UTAH COUNTY ACADEMY OF SCIENCES,450286,UT
PARK CITY HIGH SCHOOL,450290,UT
WINTER SPORTS SCHOOL IN PARK CITY,450291,UT
PAROWAN HIGH SCHOOL,450295,UT
PAYSON SENIOR HIGH SCHOOL,450300,UT
PLEASANT GROVE HIGH SCHOOL,450305,UT
CARBON HIGH SCHOOL,450310,UT
DISCOVERY ACADEMY,450314,UT
PROVO HIGH SCHOOL,450325,UT
TIMPVIEW HIGH SCHOOL,450326,UT
WATERFORD SCHOOL,450328,UT
UNION HIGH SCHOOL,450345,UT
NUAMES EARLY COLLEGE HIGH SCHOOL,450346,UT
ROY HIGH SCHOOL,450348,UT
DIXIE HIGH SCHOOL,450350,UT
SNOW CANYON HIGH SCHOOL,450353,UT
PINE VIEW HIGH SCHOOL,450354,UT
AMES ACADEMY FOR MATHEMATICS ENGINEERING AND SCIEN,450360,UT
BRIGHTON HIGH SCHOOL,450362,UT
COTTONWOOD HIGH SCHOOL,450363,UT
CITY ACADEMY,450364,UT
EAST HIGH SCHOOL,450365,UT
GRANGER HIGH SCHOOL,450368,UT
HIGHLAND HIGH SCHOOL,450373,UT
INTERMOUNTAIN CHRISTIAN SCHOOL,450374,UT
JUDGE MEMORIAL HIGH SCHOOL,450375,UT
OLYMPUS HIGH SCHOOL,450380,UT
ROWLAND HALL,450385,UT
HORIZONTE INSTRUCTION & TRAINING CENTER,450389,UT
CONCORDIA PREPARATORY SCHOOL,450392,UT
SKYLINE HIGH SCHOOL,450397,UT
TAYLORSVILLE HIGH SCHOOL,450398,UT
WEST HIGH SCHOOL,450400,UT
ALTA HIGH SCHOOL,450402,UT
JORDAN HIGH SCHOOL,450405,UT
SKY VIEW HIGH SCHOOL,450408,UT
SPANISH FORK HIGH SCHOOL,450410,UT
SPRINGVILLE HIGH SCHOOL,450415,UT
TOOELE HIGH SCHOOL,450425,UT
BEAR RIVER HIGH SCHOOL,450430,UT
UNITAH HIGH SCHOOL,450440,UT
WEST JORDAN HIGH SCHOOL,450446,UT
WOODS CROSS HIGH SCHOOL,450447,UT
HUNTER HIGH SCHOOL,450449,UT
COPPER HILLS HIGH SCHOOL,450450,UT
ITINERIS EARLY COLLEGE HS,450452,UT
RIVERTON HIGH SCHOOL,450461,UT
EAST  HOLLYWOOD HIGH SCHOOL,450475,UT
MOUNT ANTHONY UNION HIGH SCHOOL,460030,VT
BRATTLEBORO UNION HIGH SCHOOL,460055,VT
MOUNT ABRAHAM UNION HIGH SCHOOL,460065,VT
BURLINGTON HIGH SCHOOL,460085,VT
ENOSBURG FALLS HIGH SCHOOL,460130,VT
MISSISQUOI VALLEY UNION HIGH SCHOOL,460170,VT
CHAMPLAIN VALLEY UNION HIGH SCHOOL,460175,VT
LYNDON INSTITUTE,460220,VT
BURR AND BURTON ACADEMY,460225,VT
MIDDLEBURY UNION HIGH SCHOOL,460240,VT
PEOPLES ACADEMY HIGH SCHOOL,460265,VT
NORTH COUNTRY UNION HIGH SCHOOL,460280,VT
MILL RIVER UNION HIGH SCHOOL,460296,VT
MOUNT SAINT JOSEPH ACADEMY,460375,VT
BELLOWS FREE ACADEMY,460380,VT
SAINT JOHNSBURY ACADEMY,460395,VT
SHARON ACADEMY,460411,VT
SOUTH BURLINGTON HIGH SCHOOL,460413,VT
STRATTON MOUNTAIN SCHOOL,460443,VT
HARTFORD HIGH SCHOOL,460495,VT
BISHOP IRETON HIGH SCHOOL,470019,VA
WEST POTOMAC HIGH SCHOOL,470026,VA
HAYFIELD SECONDARY SCHOOL,470028,VA
MOUNT VERNON HIGH SCHOOL,470030,VA
T C WILLIAMS HIGH SCHOOL,470051,VA
THOMAS A EDISON HIGH SCHOOL,470052,VA
THOMAS JEFFERSON HIGH SCHOOL OF SCIENCE AND TECHNO,470054,VA
AMHERST COUNTY HIGH SCHOOL,470075,VA
BISHOP O'CONNELL HIGH SCHOOL,470103,VA
WAKEFIELD HIGH SCHOOL,470120,VA
WASHINGTON-LEE HIGH SCHOOL,470125,VA
YORKTOWN HIGH SCHOOL,470130,VA
BROAD RUN HIGH SCHOOL,470135,VA
STONE BRIDGE HIGH SCHOOL,470139,VA
BASSETT HIGH SCHOOL,470155,VA
BLACKSBURG HIGH SCHOOL,470225,VA
GRAHAM HIGH SCHOOL,470260,VA
BROADWAY HIGH SCHOOL,470325,VA
JAMES RIVER HIGH SCHOOL,470335,VA
FLUVANNA COUNTY HIGH SCHOOL,470390,VA
CHANTILLY HIGH SCHOOL,470402,VA
WESTFIELD HIGH SCHOOL,470406,VA
ALBEMARLE HIGH SCHOOL,470420,VA
CHARLOTTESVILLE HIGH SCHOOL,470423,VA
MONTICELLO HIGH SCHOOL,470439,VA
CHATHAM HALL,470445,VA
CHATHAM HIGH SCHOOL,470450,VA
HICKORY HIGH SCHOOL,470462,VA
INDIAN RIVER HIGH SCHOOL,470477,VA
THOMAS DALE HIGH SCHOOL,470485,VA
LLOYD C BIRD HIGH SCHOOL,470486,VA
CHILHOWIE HIGH SCHOOL,470490,VA
CHURCHLAND HIGH SCHOOL,470520,VA
BUFFALO GAP HIGH SCHOOL,470533,VA
COLONIAL HEIGHTS HIGH SCHOOL,470578,VA
SOUTHAMPTON HIGH SCHOOL,470595,VA
WESTERN ALBEMARLE HIGH SCHOOL,470627,VA
TURNER ASHBY HIGH SCHOOL,470677,VA
FAIRFAX HIGH SCHOOL,470785,VA
W T WOODSON HIGH SCHOOL,470788,VA
JAMES W ROBINSON JUNIOR SECONDARY SCHOOL,470789,VA
FALLS CHURCH HIGH SCHOOL,470792,VA
GEORGE MASON HIGH SCHOOL,470795,VA
J E B STUART HIGH SCHOOL,470797,VA
PAUL VI CATHOLIC HIGH SCHOOL,470801,VA
ISLAMIC SAUDI ACADEMY,470804,VA
TRINITY SCHOOL AT MEADOW VIEW,470809,VA
FLOYD COUNTY HIGH SCHOOL,470850,VA
JEFFERSON FOREST HIGH SCHOOL,470853,VA
RIVERBEND HIGH SCHOOL,470887,VA
RANDOLPH MACON ACADEMY,470900,VA
SETON HOME STUDY SCHOOL,470902,VA
GALAX HIGH SCHOOL,470915,VA
DEEP RUN HIGH SCHOOL,470952,VA
GOOCHLAND HIGH SCHOOL,470965,VA
GRUNDY HIGH SCHOOL,471005,VA
BETHEL HIGH SCHOOL,471020,VA
PHOEBUS HIGH SCHOOL,471026,VA
KECOUGHTAN HIGH SCHOOL,471028,VA
EASTERN MENNONITE HIGH SCHOOL,471030,VA
HARRISONBURG HIGH SCHOOL,471035,VA
BATTLEFIELD HIGH SCHOOL,471069,VA
KING GEORGE HIGH SCHOOL,471180,VA
HERITAGE HIGH SCHOOL,471297,VA
MADISON COUNTY HIGH SCHOOL,471325,VA
OSBOURN PARK SENIOR HIGH SCHOOL,471345,VA
STONEWALL JACKSON HIGH SCHOOL,471348,VA
CARLISLE SCHOOL,471370,VA
MATHEWS HIGH SCHOOL,471380,VA
LANGLEY HIGH SCHOOL,471393,VA
MCLEAN HIGH SCHOOL,471395,VA
HANOVER HIGH SCHOOL,471416,VA
JAMES RIVER HIGH SCHOOL,471428,VA
CLOVER HILL HIGH SCHOOL,471429,VA
MIDLOTHIAN HIGH SCHOOL,471430,VA
LOUISA COUNTY HIGH SCHOOL,471445,VA
STAUNTON RIVER HIGH SCHOOL,471450,VA
WARWICK HIGH SCHOOL,471553,VA
WOODSIDE HIGH SCHOOL,471558,VA
NORFOLK COLLEGIATE SCHOOL,471573,VA
GRANBY HIGH SCHOOL,471585,VA
MATTHEW F MAURY HIGH SCHOOL,471600,VA
BISHOP SULLIVAN CATHOLIC HIGH SCHOOL,471615,VA
JOHN I BURTON HIGH SCHOOL,471635,VA
FLINT HILL SCHOOL,471648,VA
NANDUA HIGH SCHOOL,471655,VA
APPOMATTOX REGIONAL GOVERNOR'S SCHOOL ARTS & TECH,471716,VA
POQUOSON HIGH SCHOOL,471742,VA
PULASKI COUNTY HIGH SCHOOL,471800,VA
LOUDOUN VALLEY HIGH SCHOOL,471803,VA
RADFORD HIGH SCHOOL,471815,VA
SOUTH LAKES HIGH SCHOOL,471826,VA
HENRICO HIGH SCHOOL,471854,VA
HERMITAGE HIGH SCHOOL,471855,VA
GROVE CHRISTIAN SCHOOL,471856,VA
JOHN RANDOLPH TUCKER HIGH SCHOOL,471863,VA
JOHN G WOOD SCHOOL,471868,VA
MILLS E GODWIN HIGH SCHOOL,471872,VA
MONACAN HIGH SCHOOL,471873,VA
RICHMOND COMMUNITY HIGH SCHOOL,471879,VA
SAINT CHRISTOPHERS SCHOOL,471890,VA
SAINT GERTRUDE HIGH SCHOOL,471895,VA
TRINITY EPISCOPAL SCHOOL,471907,VA
VARINA HIGH SCHOOL,471910,VA
CAVE SPRING HIGH SCHOOL,471933,VA
NORTHSIDE HIGH SCHOOL,471942,VA
HIDDEN VALLEY HIGH SCHOOL,471951,VA
ROCKBRIDGE COUNTY HIGH SCHOOL,471970,VA
SALEM HIGH SCHOOL,472035,VA
MIDDLESEX HIGH SCHOOL,472050,VA
BLUESTONE HIGH SCHOOL,472085,VA
SMITHFIELD HIGH SCHOOL,472090,VA
HALIFAX COUNTY HIGH SCHOOL,472105,VA
CARLBROOK SCHOOL,472108,VA
PARK VIEW SENIOR HIGH SCHOOL,472115,VA
OSCAR FROMMEL SMITH HIGH SCHOOL,472125,VA
COURTLAND HIGH SCHOOL,472127,VA
SPOTSYLVANIA HIGH SCHOOL,472130,VA
MASSAPONAX HIGH SCHOOL,472131,VA
ROBERT E LEE HIGH SCHOOL,472137,VA
WEST SPRINGFIELD HIGH SCHOOL,472140,VA
BROOKE POINT HIGH SCHOOL,472142,VA
NORTH STAFFORD HIGH SCHOOL,472143,VA
COLONIAL FORGE HIGH SCHOOL,472144,VA
MOUNTAIN VIEW HIGH SCHOOL,472147,VA
POTOMAC FALLS HIGH SCHOOL,472176,VA
DOMINION HIGH SCHOOL,472178,VA
PATRICK COUNTY HIGH SCHOOL,472195,VA
KINGS FORK HIGH SCHOOL,472204,VA
NANSEMOND RIVER HIGH SCHOOL,472211,VA
TABB HIGH SCHOOL,472228,VA
LANDSTOWN HIGH SCHOOL,472273,VA
CENTRAL SENIOR HIGH SCHOOL,472275,VA
OAKTON HIGH SCHOOL,472279,VA
CAPE HENRY COLLEGIATE,472286,VA
FLOYD E KELLAM HIGH SCHOOL,472287,VA
FRANK W COX HIGH SCHOOL,472289,VA
FIRST COLONIAL HIGH SCHOOL,472290,VA
SALEM HIGH SCHOOL,472306,VA
OCEAN LAKES HIGH SCHOOL,472308,VA
TALLWOOD HIGH SCHOOL,472309,VA
RAPPAHANNOCK HIGH SCHOOL,472320,VA
RAPPAHANNOCK COUNTY HIGH SCHOOL,472330,VA
JAMESTOWN HIGH SCHOOL,472403,VA
LAFAYETTE HIGH SCHOOL,472405,VA
JAMES WOOD HIGH SCHOOL,472430,VA
JOHN HANDLEY HIGH SCHOOL,472435,VA
CENTRAL HIGH SCHOOL,472445,VA
C D HYLTON SENIOR HIGH SCHOOL,472457,VA
GAR-FIELD SENIOR HIGH SCHOOL,472460,VA
POTOMAC SENIOR HIGH SCHOOL,472464,VA
GRAFTON HIGH SCHOOL,472504,VA
ABERDEEN HIGH SCHOOL,480000,WA
ADNA MIDDLE HIGH SCHOOL,480015,WA
LAKE QUINAULT HIGH SCHOOL,480022,WA
ANACORTES HIGH SCHOOL,480025,WA
ARLINGTON CHRISTIAN SCHOOL,480034,WA
ARLINGTON HIGH SCHOOL,480035,WA
ASOTIN HIGH SCHOOL,480040,WA
AUBURN MOUNTAINVIEW HIGH SCHOOL,480044,WA
AUBURN ADVENTIST ACADEMY,480045,WA
AUBURN RIVERSIDE HIGH,480046,WA
RAINIER CHRISTIAN HIGH SCHOOL,480053,WA
AUBURN HIGH SCHOOL,480055,WA
CAM HIGH SCHOOL,480056,WA
THOMAS JEFFERSON HIGH SCHOOL,480058,WA
BATTLE GROUND HIGH SCHOOL,480060,WA
COLUMBIA ADVENTIST ACADEMY,480062,WA
NORTH MASON HIGH SCHOOL,480063,WA
BELLEVUE CHRISTIAN SCHOOL,480065,WA
EASTSIDE CATHOLIC HIGH SCHOOL,480067,WA
INTERNATIONAL SCHOOL,480068,WA
INTERLAKE HIGH SCHOOL,480069,WA
BELLEVUE SENIOR HIGH SCHOOL,480070,WA
NEWPORT HIGH SCHOOL,480071,WA
SAMMAMISH HIGH SCHOOL,480072,WA
THE OVERLAKE SCHOOL,480073,WA
MERIDIAN HIGH SCHOOL,480080,WA
SEHOME HIGH SCHOOL,480083,WA
KIONA BENTON HIGH SCHOOL,480085,WA
EXPLORATIONS ACADEMY,480086,WA
HIGH SCHOOL OPTIONS,480088,WA
SQUALICUM HIGH SCHOOL,480091,WA
EASTSIDE ACADEMY,480092,WA
BELLINGHAM HIGH SCHOOL,480094,WA
BLAINE HIGH SCHOOL,480095,WA
EAGLE HARBOR HIGH SCHOOL,480096,WA
RIVER HOMELINK,480097,WA
NORTHSHORE NETWORKS,480098,WA
BOTHELL HIGH SCHOOL,480100,WA
INGLEMOOR HIGH SCHOOL,480101,WA
CEDAR PARK CHRISTIAN SCHOOL,480102,WA
BREMERTON HIGH SCHOOL,480103,WA
CROSSPOINT ACADEMY,480106,WA
BREWSTER HIGH SHOOL,480110,WA
BONNEY LAKE HIGH SCHOOL,480111,WA
BRIDGEPORT HIGH SCHOOL,480115,WA
HOCKINSON HIGH SCHOOL,480118,WA
NORTH RIVER HIGH SCHOOL,480120,WA
COLLINS HIGH SCHOOL,480123,WA
WHITE RIVER HIGH SCHOOL,480125,WA
COLUMBIA HIGH SCHOOL,480128,WA
BURLINGTON-EDISON HIGH SCHOOL,480130,WA
VASHON ISLAND HIGH SCHOOL,480135,WA
UNION HIGH SCHOOL,480139,WA
CAMAS HIGH SCHOOL,480140,WA
CEDARCREST HIGH SCHOOL,480145,WA
CASHMERE HIGH SCHOOL,480155,WA
CASTLE ROCK HIGH SCHOOL,480160,WA
WAHKIAKUM HIGH SCHOOL,480165,WA
CENTRALIA HIGH SCHOOL,480170,WA
W F WEST HIGH SCHOOL,480175,WA
CHELAN HIGH SCHOOL,480180,WA
CHENEY HIGH SCHOOL,480185,WA
JENKINS HIGH SCHOOL,480190,WA
CHIMACUM HIGH SCHOOL,480195,WA
CLALLAM BAY HIGH SCHOOL,480200,WA
CHARLES FRANCIS ADAMS HIGH SCHOOL,480205,WA
CLE ELUM-ROSLYN HIGH SCHOOL,480210,WA
COLFAX HIGH SCHOOL,480215,WA
COLTON HIGH SCHOOL,480225,WA
COLVILLE HIGH SCHOOL,480235,WA
CONCRETE HIGH SCHOOL,480240,WA
CONNELL HIGH SCHOOL,480245,WA
LAKE ROOSEVELT HIGH SCHOOL,480255,WA
COUPEVILLE MIDDLE HIGH SCHOOL,480260,WA
HIGHLAND HIGH SCHOOL,480265,WA
CURLEW HIGH SCHOOL,480275,WA
CUSICK HIGH SCHOOL,480280,WA
DARRINGTON HIGH SCHOOL,480285,WA
DAVENPORT JR/SR HIGH SCHOOL,480290,WA
DAYTON HIGH SCHOOL,480295,WA
DEER PARK HIGH SCHOOL,480300,WA
MOUNT BAKER SENIOR HIGH SCHOOL,480305,WA
EVERGREEN LUTHERAN HIGH SCHOOL,480307,WA
ORCAS ISLAND HIGH SCHOOL,480320,WA
ORCAS CHRISTIAN SCHOOL,480321,WA
EASTMONT HIGH SCHOOL,480332,WA
EATONVILLE HIGH SCHOOL,480335,WA
MEADOWDALE SENIOR HIGH SCHOOL,480342,WA
MOUNTLAKE TERRACE HIGH SCHOOL,480343,WA
EDMONDS-WOODWAY HIGH SCHOOL,480344,WA
CHRISTIAN HERITAGE SCHOOL,480346,WA
ELLENSBURG HIGH SCHOOL,480350,WA
ELMA HIGH SCHOOL,480355,WA
MARY M KNIGHT HIGH SCHOOL,480360,WA
ENTIAT HIGH SCHOOL,480370,WA
CASCADE INDEPENDENT SCHOOL,480373,WA
ENUMCLAW HIGH SCHOOL,480375,WA
EPHRATA SENIOR HIGH SCHOOL,480380,WA
CASCADE SENIOR HIGH SCHOOL,480383,WA
EVERETT HIGH SCHOOL,480385,WA
MARINER HIGH SCHOOL,480387,WA
ARCHBISHOP MURPHY HIGH SCHOOL,480391,WA
DECATUR HIGH SCHOOL,480395,WA
FEDERAL WAY SENIOR HIGH SCHOOL,480397,WA
FERNDALE HIGH SCHOOL,480400,WA
TODD BEAMER HIGH SCHOOL,480401,WA
FORKS HIGH SCHOOL,480405,WA
FEDERAL WAY PUBLIC ACADEMY,480406,WA
FREEMAN HIGH SCHOOL,480408,WA
FRIDAY HARBOR HIGH SCHOOL,480410,WA
SPRING STREET INTERNATIONAL SC,480413,WA
PENINSULA HIGH SCHOOL,480420,WA
GIG HARBOR HIGH SCHOOL,480421,WA
GLENWOOD HIGH SCHOOL,480425,WA
GOLDENDALE HIGH SCHOOL,480430,WA
GRANDVIEW HIGH SCHOOL,480440,WA
GRAHAM-KAPOWSIN HIGH SCHOOL,480442,WA
GRANGER HIGH SCHOOL,480445,WA
GRANITE FALLS HIGH SCHOOL,480450,WA
HARRINGTON HIGH SCHOOL,480460,WA
HOQUIAM HIGH SCHOOL,480475,WA
COLUMBIA HIGH SCHOOL,480480,WA
ILWACO HIGH SCHOOL,480485,WA
INCHELIUM HIGH SCHOOL,480490,WA
SELKIRK JUNIOR SENIOR HIGH SCHOOL,480495,WA
ISSAQUAH HIGH SCHOOL,480500,WA
SKYLINE HIGH SCHOOL,480501,WA
LIBERTY HIGH SCHOOL,480502,WA
CRESCENT SCHOOL,480505,WA
KALAMA SENIOR HIGH SCHOOL,480515,WA
KELSO HIGH SCHOOL,480520,WA
THREE RIVERS CHRISTIAN SCHOOL,480522,WA
KAMIAKIN HIGH SCHOOL,480524,WA
KENNEWICK HIGH SCHOOL,480525,WA
RIVER VIEW HIGH SCHOOL,480530,WA
SOUTHRIDGE HIGH SCHOOL,480531,WA
KENT-MERIDIAN HIGH SCHOOL,480535,WA
KENTRIDGE SENIOR HIGH SCHOOL,480536,WA
MOUNT RAINIER HIGH SCHOOL,480538,WA
KENTWOOD SENIOR HIGH SCHOOL,480539,WA
KETTLE FALLS HIGH SCHOOL,480540,WA
JUANITA HIGH SCHOOL,480543,WA
CHRIST CHURCH ACADEMY,480544,WA
LAKE WASHINGTON HIGH SCHOOL,480545,WA
EASTLAKE HIGH SCHOOL,480548,WA
KENTLAKE HIGH SCHOOL,480549,WA
KITTITAS HIGH SCHOOL,480550,WA
PUGET SOUND ADVENTIST ACADEMY,480551,WA
INTERNATIONAL COMMUNITY SCHOOL,480552,WA
KINGSTON HIGH SCHOOL,480554,WA
KLICKITAT HIGH SCHOOL,480560,WA
EASTSIDE PREPARATORY SCHOOL,480564,WA
LA CENTER HIGH SCHOOL,480565,WA
NORTH THURSTON HIGH SCHOOL,480570,WA
TIMBERLINE HIGH SCHOOL,480572,WA
RIVER RIDGE HIGH SCHOOL,480574,WA
LA CONNER HIGH SCHOOL,480575,WA
LA CROSSE HIGH SCHOOL,480580,WA
LAKE STEVENS HIGH SCHOOL,480585,WA
LAKEWOOD HIGH SCHOOL,480586,WA
LAKES HIGH SCHOOL,480588,WA
SOUTH WHIDBEY HIGH SCHOOL,480595,WA
CASCADE HIGH SCHOOL,480605,WA
MARK MORRIS HIGH SCHOOL,480623,WA
ROBERT A LONG HIGH SCHOOL,480625,WA
LOPEZ HIGH SCHOOL,480630,WA
LYLE HIGH SCHOOL,480635,WA
LYNDEN CHRISTIAN SCHOOL,480645,WA
LYNDEN HIGH SCHOOL,480647,WA
LYNNWOOD HIGH SCHOOL,480649,WA
MABTON HIGH SCHOOL,480650,WA
CEDAR PARK CHRISTIAN SCHOOL MT,480653,WA
SCRIBER LAKE HIGH SCHOOL,480654,WA
MANSFIELD HIGH SCHOOL,480655,WA
EDMONDS HEIGHTS K-12,480657,WA
PROVIDENCE CLASSICAL CHRISTIAN SCHOOL,480658,WA
CORNERSTONE CHRISTIAN SCHOOL,480659,WA
MANSON SECONDARY SCHOOL,480660,WA
TAHOMA SENIOR HIGH SCHOOL,480665,WA
GRACE ACADEMY,480679,WA
MARYSVILLE PILCHUCK PATHWAYS OF CHOICE HIGH SCHOOL,480682,WA
HIGHLAND CHRISTIAN SCHOOLS,480683,WA
MARYSVILLE ARTS & TECHNOLOGY HIGH SCHOOL,480684,WA
MEAD SENIOR HIGH SCHOOL,480685,WA
MOUNT SPOKANE HIGH SCHOOL,480687,WA
MEDICAL LAKE HIGH SCHOOL,480690,WA
WILLAPA VALLEY HIGH SCHOOL,480695,WA
HILLSIDE STUDENT COMMUNITY,480697,WA
MERCER ISLAND HIGH SCHOOL,480698,WA
RIVERSIDE HIGH SCHOOL,480705,WA
WEST VALLEY HIGH SCHOOL,480710,WA
HENRY M. JACKSON HIGH SCHOOL,480711,WA
NORTH BEACH HIGH SCHOOL,480715,WA
CHOICE ALTERNATIVE SCHOOL,480722,WA
MONROE HIGH SCHOOL,480725,WA
SKY VALLEY EDUCATION CENTER,480726,WA
MONTESANO JUNIOR-SENIOR HIGH SCHOOL,480730,WA
MORTON JUNIOR SENIOR HIGH SCHOOL,480735,WA
MOSES LAKE SENIOR HIGH SCHOOL,480740,WA
MOSSYROCK HIGH SCHOOL,480745,WA
MOUNT VERNON HIGH SCHOOL,480750,WA
MOUNT VERNON CHRISTIAN SCHOOL,480752,WA
KAMIAK HIGH SCHOOL,480758,WA
EAST VALLEY HIGH SCHOOL,480760,WA
NACHES VALLEY HIGH SCHOOL,480770,WA
NAPAVINE JUNIOR SENIOR HIGH SCHOOL,480775,WA
NASELLE HIGH SCHOOL,480780,WA
WAHLUKE HIGH SCHOOL,480783,WA
NEAH BAY HIGH SCHOOL,480785,WA
NEWPORT HIGH SCHOOL,480795,WA
NOOKSACK VALLEY HIGH SCHOOL,480796,WA
MOUNT SI HIGH SCHOOL,480797,WA
LAKESIDE HIGH SCHOOL,480798,WA
NORTHPORT HIGH SCHOOL,480800,WA
OAK HARBOR HIGH SCHOOL,480810,WA
OAKVILLE HIGH SCHOOL,480815,WA
ODESSA HIGH SCHOOL,480820,WA
OKANOGAN HIGH SCHOOL,480825,WA
AG WEST BLACK HILLS,480826,WA
AVANTI HIGH SCHOOL,480827,WA
CAPITAL HIGH SCHOOL,480829,WA
NORTHWEST CHRISTIAN HIGH SCHOOL,480834,WA
OLYMPIA HIGH SCHOOL,480835,WA
OMAK SENIOR HIGH SCHOOL,480840,WA
ONALASKA HIGH SCHOOL,480845,WA
OROVILLE HIGH SCHOOL,480850,WA
ORTING HIGH SCHOOL,480855,WA
OTHELLO HIGH SCHOOL,480860,WA
GARFIELD-PALOUSE HIGH SCHOOL,480870,WA
KINGSPOINT CHRISTIAN SCHOOL,480874,WA
PASCO HIGH SCHOOL,480875,WA
RIVERVIEW BAPTIST CHRISTIAN SCHOOL,480876,WA
PATEROS HIGH SCHOOL,480880,WA
PE ELL HIGH SCHOOL,480885,WA
POMEROY HIGH SCHOOL,480895,WA
PORT ANGELES HIGH SCHOOL,480900,WA
SOUTH KITSAP HIGH SCHOOL,480910,WA
PORT TOWNSEND HIGH SCHOOL,480915,WA
NORTH KITSAP HIGH SCHOOL,480920,WA
WEST SOUND ACADEMY,480922,WA
PRESCOTT HIGH SCHOOL,480925,WA
PROSSER SENIOR HIGH SCHOOL,480930,WA
PULLMAN CHRISTIAN SCHOOL,480934,WA
PULLMAN HIGH SCHOOL,480935,WA
GOVERNOR J R ROGERS HIGH SCHOOL,480938,WA
PUYALLUP SENIOR HIGH SCHOOL,480940,WA
QUINCY HIGH SCHOOL,480955,WA
RAINIER HIGH SCHOOL,480960,WA
WHITE PASS HIGH SCHOOL,480965,WA
RAYMOND HIGH SCHOOL,480970,WA
REARDAN HIGH SCHOOL,480975,WA
REDMOND HIGH SCHOOL,480978,WA
EMERSON K12,480982,WA
CHARLES A LINDBERGH HIGH SCHOOL,480985,WA
OLIVER M HAZEN HIGH SCHOOL,480987,WA
RENTON HIGH SCHOOL,480990,WA
REPUBLIC HIGH SCHOOL,480995,WA
RICHLAND HIGH SCHOOL,481000,WA
LIBERTY CHRISTIAN SCHOOL,481001,WA
HANFORD HIGH SCHOOL,481002,WA
RIDGEFIELD HIGH SCHOOL,481005,WA
ROCHESTER HIGH SCHOOL,481020,WA
ROSALIA HIGH SCHOOL,481030,WA
ROYAL HIGH SCHOOL,481033,WA
SAINT JOHN-ENDICOTT HIGH SCHOOL,481035,WA
ACADEMY NORTHWEST/FAMILY ACADEMY,481039,WA
BALLARD HIGH SCHOOL,481045,WA
BISHOP BLANCHET HIGH SCHOOL,481050,WA
CLEVELAND HIGH SCHOOL,481055,WA
